epoch,train_loss,val_loss,lr,time,tr_R2,va_R2,tr_RMSE,va_RMSE,tr_MAE,va_MAE
1,0.20984183503484397,0.18384187161099289,0.001,0.8012056350708008,0.647996187210083,0.5956252813339233,0.5932991173027644,0.6218653270793433,0.4621939957141876,0.4859248995780945
2,0.16444618711850215,0.17631265261004125,0.001,0.5858743190765381,,,,,,
3,0.150217910804093,0.16141504789214425,0.001,0.5737428665161133,,,,,,
4,0.13891289810189944,0.16773936101010364,0.001,0.5610218048095703,,,,,,
5,0.1303969187438675,0.16700290246385488,0.001,0.3576021194458008,,,,,,
6,0.11865236140128134,0.16893084509074874,0.001,0.32683300971984863,,,,,,
7,0.10935746263817879,0.17475769472848074,0.001,0.3346884250640869,,,,,,
8,0.10261735059578166,0.16449521953439983,0.001,0.3277883529663086,,,,,,
9,0.09160644896866313,0.17067726066818945,0.001,0.32027769088745117,,,,,,
10,0.08177789766984546,0.1713772110047014,0.001,0.2938854694366455,0.8535183072090149,0.6271567344665527,0.3827292877376205,0.5971280674926469,0.29641193151474,0.4679563045501709
11,0.07342822341820165,0.17769078158277127,0.001,0.3954660892486572,,,,,,
12,0.06475854252289094,0.17760871891902816,0.001,0.3282794952392578,,,,,,
13,0.056788378074175895,0.18167976332548946,0.001,0.3197479248046875,,,,,,
14,0.05004675042326168,0.18123672720178147,0.0001,0.31052374839782715,,,,,,
15,0.03155565635305265,0.1806040074996655,0.0001,0.3456120491027832,,,,,,
16,0.025786398495480242,0.1807889505631506,0.0001,0.4257218837738037,,,,,,
17,0.02339999889165668,0.18240830968253954,0.0001,0.4135475158691406,,,,,,
18,0.021616771182294395,0.18338780439992558,0.0001,0.5256376266479492,,,,,,
